price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade
306000.0,5,2.0,1460,169448,1.5,3,6
275000.0,3,1.5,1900,9737,1.0,4,7
685000.0,3,1.75,1480,7000,1.0,3,8
465000.0,4,2.5,2090,12833,1.0,3,7
560000.0,4,2.25,1950,9800,1.0,3,8
458500.0,3,1.75,1250,9605,1.0,3,7
354000.0,3,1.0,990,7590,1.0,3,6
441000.0,3,2.5,2740,7923,2.0,3,9
316500.0,4,2.5,2150,6807,2.0,4,8
524950.0,3,1.75,1750,3250,1.5,4,7
1050000.0,3,2.25,2880,6092,2.0,4,8
925000.0,4,2.25,2590,13894,2.0,4,9
241000.0,2,2.0,1470,3128,2.0,3,6
519000.0,3,2.75,2020,10744,1.0,5,7
400000.0,3,2.0,3000,17800,1.0,3,8
255000.0,2,1.0,920,43560,1.0,4,5
152000.0,3,1.75,1070,7754,1.0,3,6
599000.0,4,2.0,3410,15143,2.0,4,8
330000.0,4,2.5,1820,3905,2.0,3,7
461000.0,2,1.0,1060,7193,1.0,3,7
352500.0,4,2.5,2300,219106,1.0,4,7
435000.0,3,2.0,1610,6911,1.0,3,7
725000.0,5,2.75,2830,5310,2.0,3,9
252000.0,3,2.5,1680,8284,2.0,3,7
464625.0,4,2.75,2040,8996,1.0,4,8
1330000.0,4,2.25,2870,6280,1.5,4,9
495000.0,4,3.5,2490,18042,2.0,3,8
925000.0,4,2.5,3350,4501,2.0,3,9
1030000.0,4,2.5,2750,4800,2.0,3,9
499500.0,3,2.5,2520,53143,1.5,3,7
600000.0,5,3.5,3150,10542,1.0,5,9
390000.0,3,2.5,2240,10800,2.0,3,8
700000.0,4,2.5,3270,9650,1.0,4,9
920000.0,4,1.5,1850,3600,2.0,3,8
500000.0,3,1.75,1570,8530,1.0,4,7
975000.0,4,2.25,2240,9990,2.0,4,10
822000.0,4,2.5,2683,40386,2.0,4,9
300000.0,3,1.0,1490,7200,1.0,3,7
487600.0,4,2.5,2340,12080,2.0,3,8
500000.0,4,2.0,1700,8640,1.0,3,7
450000.0,4,1.75,1520,5250,1.0,3,6
550000.0,3,1.75,1840,8086,1.0,4,8
330000.0,4,2.0,1750,5202,1.0,4,6
282510.0,4,1.0,1450,32234,1.5,4,6
2390000.0,4,4.0,6330,13296,2.0,3,13
230000.0,2,2.0,1260,10200,1.0,3,7
750000.0,4,1.75,2100,6613,2.0,3,8
321000.0,4,2.5,2430,5366,2.0,3,8
245000.0,4,2.0,1830,10416,1.0,3,7
751000.0,4,3.25,3090,9571,2.0,3,9
312000.0,2,1.0,1460,6000,1.0,2,7
730000.0,3,3.0,3460,13129,2.0,3,9
150000.0,3,1.0,820,7680,1.5,3,6
270000.0,3,1.0,1480,7374,1.0,3,6
400000.0,4,2.0,1420,9301,1.0,4,7
530000.0,2,1.5,1390,5000,1.0,4,8
248000.0,3,1.0,950,9400,1.0,4,7
760000.0,4,3.5,3000,5300,1.0,5,7
199000.0,4,1.0,1280,10521,1.5,3,7
240000.0,2,1.0,870,8400,1.0,3,7
415000.0,3,1.5,1360,1795,2.0,3,7
228000.0,3,1.0,1000,16376,1.0,3,7
525000.0,4,2.5,2740,12106,1.0,3,8
399950.0,3,1.75,1560,5223,1.0,4,7
781000.0,4,2.5,2590,8571,2.0,3,9
827000.0,3,2.5,1850,1330,2.5,3,9
525000.0,5,2.25,2500,8621,1.5,4,7
671300.0,4,2.5,3280,5232,2.0,3,7
175000.0,2,1.0,670,2378,1.0,3,5
1100000.0,5,2.75,2890,22547,1.0,4,10
445000.0,4,3.25,1960,7200,2.0,3,7
1280000.0,9,4.5,3650,5000,2.0,3,8
670000.0,4,2.5,2095,4569,2.0,3,9
320000.0,3,2.25,1880,7350,1.0,3,8
270000.0,2,1.5,840,867,2.0,3,7
657500.0,3,2.0,2320,10960,1.0,3,7
450000.0,3,1.75,1540,61419,1.0,3,7
150000.0,3,1.0,890,6488,1.5,3,5
792500.0,4,2.5,4290,175421,2.0,3,10
540000.0,3,2.5,1950,13227,2.0,4,9
239000.0,4,1.75,1500,12560,1.0,4,7
713900.0,3,2.5,3370,167706,1.0,3,10
427500.0,4,2.5,3160,8726,2.0,3,9
302000.0,3,1.0,1110,7000,1.5,4,7
555000.0,3,2.5,3160,4270,2.0,3,8
340000.0,2,0.75,1060,48292,1.0,5,6
464950.0,4,2.25,2350,36116,1.0,4,9
320000.0,4,2.5,1940,7040,2.0,3,8
686000.0,3,1.5,1840,9990,2.0,5,8
555000.0,4,1.75,2260,11000,1.0,3,8
361500.0,2,1.0,840,3860,1.0,4,6
541125.0,5,2.75,2740,8426,1.0,4,8
704111.0,4,2.75,2460,9520,1.0,3,8
277500.0,3,2.25,1820,19602,1.0,4,7
289200.0,3,2.25,1760,7023,2.0,3,7
185000.0,1,1.0,720,5000,1.0,4,6
1450000.0,4,3.5,3470,8580,2.0,3,11
603000.0,4,2.25,2370,11310,1.0,3,8
309950.0,2,2.25,1460,1607,2.0,3,8
590000.0,4,1.5,2230,5109,1.5,3,7
863500.0,4,3.0,3250,2760,2.5,3,8
700000.0,3,3.0,2090,7440,1.5,5,7
699000.0,3,2.5,2580,8154,1.0,3,10
350000.0,3,2.5,2100,3574,2.0,3,7
543000.0,3,2.5,2090,7640,1.0,3,7
780000.0,3,2.5,2110,9773,1.0,3,9
259000.0,2,1.0,1210,17389,1.0,4,5
260000.0,3,2.0,1630,8018,1.0,3,7
273000.0,2,2.0,1384,1822,2.0,3,7
510500.0,3,1.0,1270,8000,1.0,4,7
290000.0,4,1.0,1010,7200,1.5,3,6
226000.0,3,1.75,1490,6269,1.0,4,6
300000.0,2,1.0,820,3844,1.0,4,6
407450.0,3,2.0,1810,10860,1.0,3,7
390000.0,4,2.25,3060,7920,1.0,3,7
1060000.0,6,2.75,2980,20000,1.0,3,8
610000.0,3,2.5,3440,18167,2.0,3,11
375000.0,3,2.5,2320,5760,1.0,3,7
742500.0,4,2.5,2620,4400,2.0,3,9
450000.0,4,1.75,2190,11625,1.0,4,8
300000.0,3,2.25,1780,10395,1.0,3,8
216600.0,3,1.75,2200,7700,1.0,3,7
525000.0,3,1.75,1600,6120,1.5,3,7
455000.0,4,2.25,2450,21000,1.0,4,8
390000.0,4,2.25,2680,35218,2.0,3,8
460000.0,4,2.0,1960,190357,1.0,2,8
626700.0,3,1.5,1410,3600,1.0,3,7
352000.0,4,1.5,1440,8680,1.5,3,7
197000.0,3,1.0,1090,17630,1.0,4,7
560000.0,3,2.0,1840,14985,1.0,3,7
670000.0,4,2.5,2570,9086,2.0,3,9
769000.0,4,3.5,3010,6202,2.0,3,9
650000.0,4,2.5,2160,3139,1.0,3,7
289950.0,4,1.75,2090,7416,1.0,4,7
471000.0,4,1.75,1760,5750,1.0,5,7
639000.0,4,2.5,2500,8540,2.0,3,9
287000.0,2,1.0,930,6900,1.0,3,7
499922.0,3,2.0,1460,3000,1.0,4,7
675000.0,4,2.5,2940,14071,2.0,3,9
738515.0,5,2.75,3360,9200,2.0,3,9
445000.0,3,1.75,2110,4800,1.0,3,8
1040000.0,4,2.25,2740,11343,1.0,5,10
346000.0,2,1.0,1070,2196,1.0,4,7
350000.0,4,2.5,2260,13755,1.0,4,9
2400000.0,4,3.5,5860,7200,2.0,5,10
219000.0,2,1.0,1050,9000,1.5,4,7
402000.0,4,2.25,1790,7311,2.0,3,7
421500.0,3,1.5,990,4500,1.0,5,7
314000.0,3,1.75,1620,9600,1.0,4,7
287000.0,4,2.0,1340,8190,1.0,4,7
277000.0,4,1.0,1500,5750,1.5,3,6
337500.0,2,1.0,1300,6731,1.0,3,7
792000.0,4,2.75,3100,10245,2.0,3,10
435000.0,3,2.5,3380,7074,2.0,3,8
313100.0,4,2.5,2660,9030,1.0,4,7
575000.0,3,2.25,1700,3333,1.5,3,7
1030000.0,3,3.0,2800,5800,1.0,3,9
335000.0,3,1.0,1380,7470,1.0,5,7
219950.0,3,1.0,1210,8000,1.0,3,6
215000.0,3,2.0,1280,6994,1.0,3,7
640000.0,4,2.5,4090,215186,2.0,4,8
535000.0,3,1.0,1580,6300,1.0,3,7
253000.0,4,2.0,1910,7826,1.0,4,7
650000.0,2,2.5,1740,2500,2.0,3,8
672000.0,3,2.25,1130,4445,1.5,4,8
606000.0,3,1.75,1970,8540,1.0,4,8
292000.0,3,2.25,1780,9720,1.0,3,8
289950.0,3,2.0,1670,7757,1.0,3,8
360000.0,3,1.75,1255,1113,3.0,3,8
269500.0,3,1.75,1840,7412,1.0,4,7
449000.0,4,2.5,2960,6031,2.0,3,9
375000.0,4,1.5,1430,7232,1.5,3,7
2200000.0,5,4.75,5990,10450,2.0,3,11
810000.0,4,2.5,3480,59242,2.0,3,11
275000.0,5,2.25,1820,10500,1.0,4,7
300000.0,2,1.0,1290,2482,2.0,3,7
380000.0,5,2.5,2130,8428,2.0,3,7
200000.0,3,2.0,1170,10051,1.0,4,7
635000.0,3,3.5,1730,1349,3.0,3,9
280000.0,2,1.0,880,5750,1.0,3,6
574000.0,3,2.5,2380,6832,2.0,3,8
1050000.0,4,1.0,1330,9729,1.0,3,6
545000.0,3,2.25,1780,191228,2.0,3,8
271950.0,3,1.5,1220,8400,1.0,4,7
630000.0,5,1.75,2490,24969,1.0,4,8
334000.0,4,2.5,2310,6200,2.0,3,8
332500.0,4,2.0,1440,4855,2.0,4,7
525000.0,2,1.5,1620,1444,2.0,3,9
846450.0,4,2.5,3710,7491,2.0,3,9
409124.0,5,3.25,3320,11340,2.0,4,8
335950.0,2,1.5,800,5192,1.0,5,7
480000.0,5,2.5,2040,9597,1.0,4,7
280000.0,2,1.75,1960,30144,1.0,3,7
668000.0,4,2.5,2670,4410,2.0,3,8
750000.0,4,2.5,2930,8641,2.0,3,8
394475.0,2,1.0,830,4000,1.0,3,6
675000.0,3,1.5,2510,3600,2.5,4,8
175000.0,3,1.0,1280,7572,1.0,4,6
560000.0,4,1.5,1810,6000,1.0,3,8
538888.0,5,2.75,2080,13189,2.0,3,8
670000.0,3,2.5,1420,1438,2.0,3,9
625000.0,3,1.5,1230,3060,1.0,3,7
533000.0,3,2.5,2060,4812,2.0,3,8
485000.0,4,1.75,3220,7392,1.0,4,8
353500.0,3,2.5,2020,4845,2.0,3,7
241000.0,3,1.0,1150,10000,1.0,3,6
799200.0,6,3.0,2890,2370,2.5,3,7
760000.0,3,2.5,2280,12746,1.0,4,8
270000.0,2,1.0,1040,5700,1.0,3,6
675000.0,4,1.75,2440,7475,1.0,4,9
499000.0,3,2.5,1720,5940,1.0,4,8
1200000.0,3,2.5,3430,28718,1.5,3,10
320000.0,4,2.5,2570,4865,2.0,3,8
890000.0,4,3.25,4360,210254,1.0,3,10
275000.0,4,2.75,2060,7350,1.0,3,7
490000.0,4,2.5,3020,8302,2.0,4,10
390000.0,5,2.0,2400,9537,1.0,5,7
277000.0,3,2.25,1610,11920,1.0,4,7
236000.0,3,1.75,1090,7647,1.0,3,7
265953.0,3,1.75,1470,13068,1.0,4,7
545000.0,3,2.25,1670,6240,1.0,4,8
535000.0,3,2.5,1850,10109,2.0,3,8
490000.0,4,3.0,2330,3497,2.0,3,9
319950.0,4,2.5,2020,7200,1.5,4,6
625000.0,3,1.5,1300,7200,1.0,5,7
475000.0,3,1.75,1320,7840,1.0,3,8
410000.0,6,2.75,2520,9324,1.0,4,7
430000.0,3,2.5,2000,35438,2.0,3,7
313000.0,2,1.0,1180,4900,1.0,5,6
950000.0,3,3.25,3330,15093,2.5,3,9
751750.0,2,2.0,1880,5400,1.5,3,8
760000.0,4,2.5,2990,5280,2.0,3,9
310650.0,3,1.75,1510,12408,1.0,4,7
580000.0,4,2.5,2150,5000,2.0,3,8
580000.0,3,2.25,1900,3960,1.5,3,8
665000.0,4,2.5,2720,10000,2.0,3,10
250000.0,4,2.0,2130,8400,1.0,3,7
402000.0,4,1.75,1510,9176,1.0,5,7
295000.0,5,3.5,2100,5107,2.0,3,7
355000.0,5,2.5,2344,8000,1.0,4,8
289000.0,3,1.5,1970,22486,1.0,4,6
212700.0,2,1.0,940,5040,1.0,3,7
325000.0,3,1.75,1780,13095,1.0,4,9
935000.0,3,2.5,3570,15151,1.0,4,8
372000.0,3,2.5,1920,15260,2.0,3,7
240000.0,3,1.5,1290,8366,1.0,3,7
334950.0,3,1.75,1880,16262,1.0,5,7
430000.0,2,1.75,1840,14874,1.0,3,8
1970000.0,4,3.5,4370,8510,2.0,3,10
400000.0,3,1.75,1530,10731,1.0,3,7
397500.0,3,1.0,1030,10480,1.0,4,7
755000.0,3,2.5,2000,1950,3.0,3,8
287000.0,5,1.5,1730,9230,1.0,3,7
480000.0,4,2.5,3620,16000,2.0,3,9
490000.0,3,2.5,2040,9622,2.0,3,8
365000.0,3,2.5,2640,6715,2.0,3,8
505000.0,4,1.0,1480,12675,1.5,4,7
260000.0,2,1.0,700,4800,1.0,3,7
430000.0,2,1.0,700,4800,1.0,3,7
905000.0,4,2.5,3520,12193,2.0,4,10
440000.0,3,2.0,1650,6408,2.0,4,8
306500.0,3,2.5,1970,6291,2.0,4,7
380000.0,3,2.0,1470,1656,2.0,3,8
215000.0,4,1.75,1610,9652,1.0,5,7
299900.0,2,1.0,810,6150,1.0,3,7
1450000.0,4,3.5,2820,7809,2.0,3,10
494000.0,4,2.5,1830,7345,1.0,4,8
650000.0,3,2.5,3060,7831,2.0,3,9
852000.0,4,2.5,2620,7328,2.0,3,8
250000.0,2,1.5,1088,1360,2.0,3,7
582500.0,2,2.0,1540,6804,1.0,5,7
384000.0,3,2.5,1540,1564,2.0,3,7
817000.0,3,1.5,2310,3360,1.5,3,8
320000.0,4,1.75,1730,9520,1.0,4,7
445800.0,4,2.25,2070,39446,1.0,3,8
215000.0,3,1.0,860,6635,1.0,3,6
850000.0,5,4.0,2980,4500,1.5,3,7
435000.0,3,1.75,1750,16748,1.0,3,7
870000.0,4,4.0,3610,12811,2.0,3,10
800000.0,6,1.0,1430,20620,2.0,3,7
555000.0,3,1.75,1570,15500,1.0,4,7
280000.0,2,1.0,2280,37500,2.0,3,7
356000.0,3,1.0,940,2366,1.0,3,6
675000.0,4,2.5,2920,6000,2.0,3,9
605000.0,4,2.25,2260,11900,2.0,3,9
690500.0,5,2.0,2000,4211,1.5,4,7
437000.0,2,1.75,1440,4225,1.0,3,8
850000.0,5,2.0,2310,13430,1.5,4,8
350000.0,4,2.25,2300,4600,1.5,4,7
379500.0,3,2.25,1830,25641,2.0,3,8
600000.0,5,4.5,4440,9784,2.0,3,10
303000.0,2,1.5,1000,1075,2.0,3,7
800000.0,4,2.5,4940,10037,1.0,3,9
549000.0,2,2.0,1980,6000,1.5,5,7
170000.0,2,1.0,870,6537,1.0,3,6
178000.0,3,1.0,840,6500,1.0,5,6
258000.0,2,1.0,750,7000,1.0,3,6
2900000.0,5,2.5,3750,91681,2.0,3,10
350000.0,3,1.5,980,7790,1.0,5,7
225500.0,2,1.75,1590,11276,1.0,4,7
473000.0,2,1.0,940,4000,1.0,3,6
470000.0,3,1.0,1460,8227,1.0,3,6
695000.0,3,2.0,2560,6800,1.0,4,8
315000.0,3,1.75,1660,37642,1.0,4,7
529000.0,3,2.5,1880,4499,2.0,3,8
750000.0,5,3.75,3500,101494,1.5,3,8
211000.0,3,2.0,1060,7412,1.0,3,7
455000.0,3,2.25,1790,7500,1.0,3,7
722500.0,4,3.5,2600,5100,2.0,3,8
795000.0,4,2.5,3230,19193,1.0,4,8
327500.0,4,2.25,2240,9600,2.0,3,8
775000.0,4,2.0,3140,10875,1.0,3,7
645000.0,4,2.5,2780,4200,2.0,3,8
445000.0,4,2.75,2320,12368,1.0,3,8
375000.0,5,1.75,2230,7560,1.0,3,7
245000.0,3,2.5,1610,7223,2.0,3,7
702000.0,4,2.5,2810,4922,2.0,3,9
330000.0,3,1.75,1850,14986,2.0,3,6
940000.0,3,1.5,1790,4800,1.5,3,8
354500.0,3,1.0,1150,11396,1.5,4,7
284000.0,3,2.25,1580,7034,1.0,4,7
647500.0,5,2.0,1760,21562,1.0,3,8
625000.0,3,2.5,2750,35000,2.0,3,9
152000.0,3,1.0,920,4875,1.0,4,7
322000.0,3,1.0,960,10181,1.0,3,7
445000.0,3,1.75,1120,4000,1.0,4,7
595000.0,3,1.0,1560,3960,1.5,4,7
165000.0,3,1.0,1380,7334,1.0,3,7
278500.0,4,2.5,1940,6206,2.0,3,7
517500.0,3,1.75,1810,10625,1.0,3,8
286285.0,4,2.25,1980,9714,1.0,3,7
550000.0,3,1.75,1680,4800,1.0,4,7
286000.0,4,2.5,2060,16000,2.0,3,6
900000.0,3,3.25,2620,7215,1.0,4,8
449950.0,3,2.25,1610,5159,2.0,3,7
259000.0,4,1.5,1490,7560,2.0,3,7
340000.0,3,2.25,1900,8125,1.0,3,7
785000.0,4,2.5,3440,56192,2.0,3,9
490000.0,2,1.0,1840,3300,1.5,4,6
344950.0,4,2.0,2330,6250,1.0,4,7
810000.0,4,1.75,2000,3988,1.0,4,7
998160.0,2,2.5,3010,16050,1.0,4,9
377000.0,3,1.75,1680,7389,1.0,3,8
313300.0,2,1.0,970,4800,1.0,3,6
188000.0,3,1.75,1660,7350,1.0,2,8
755000.0,3,2.5,3680,203860,1.5,3,9
1290000.0,5,3.5,3210,4060,2.0,3,10
550000.0,3,2.25,1700,1481,3.0,3,8
260000.0,3,1.75,1680,8725,1.0,3,8
320000.0,3,2.0,1550,34175,1.5,3,7
1150000.0,3,3.25,3780,10623,1.0,3,11
362000.0,4,2.5,2360,7370,1.0,3,7
503500.0,3,2.5,1810,1750,2.0,3,7
653000.0,3,2.5,2290,3475,2.0,3,9
760000.0,4,2.75,3370,12447,2.0,3,10
775000.0,4,1.75,2090,5050,1.0,4,7
1340000.0,4,3.75,2130,34689,1.5,3,9
417500.0,5,1.75,2060,10911,1.0,4,7
525000.0,3,1.5,1560,9350,1.0,4,7
525000.0,4,2.75,2910,6308,1.0,3,8
425500.0,4,1.75,1520,10630,1.0,4,7
710000.0,3,2.75,2930,218235,2.0,3,8
545000.0,4,3.0,3160,10948,1.0,3,8
245000.0,3,2.25,1700,8100,1.0,3,7
194900.0,2,1.0,810,6697,1.0,4,6
284000.0,4,2.5,2000,5390,2.0,3,7
280000.0,2,1.75,1894,52769,1.5,4,6
280000.0,3,1.75,2080,87991,1.0,3,6
865000.0,4,2.5,3560,13981,2.0,3,10
483300.0,4,2.0,1210,11100,1.0,4,7
274950.0,3,2.25,1570,8767,1.0,3,7
1940000.0,4,5.75,7220,223462,2.0,3,12
309212.0,3,1.75,1150,9600,1.0,3,7
219950.0,3,2.25,1500,7615,1.0,3,7
250800.0,3,1.75,1290,4000,1.0,3,6
557500.0,3,2.0,2510,35255,1.0,3,9
941000.0,4,1.75,2320,3825,1.5,5,8
3650000.0,6,4.75,5480,19401,1.5,5,11
305000.0,4,2.75,2030,8600,1.0,4,7
815000.0,4,1.5,2060,16110,1.0,4,8
1020000.0,3,2.5,2920,34527,1.0,4,9
1240000.0,4,3.0,3330,6990,1.5,5,9
535000.0,3,2.5,2110,8164,2.0,3,9
775000.0,3,1.0,1175,10454,1.0,4,6
560000.0,4,2.0,2720,8819,2.0,3,8
1340000.0,4,3.5,2980,6349,2.0,3,9
439000.0,3,2.25,3020,6000,3.0,3,8
527000.0,4,2.25,2380,5250,1.0,4,7
199950.0,3,2.75,2270,13590,1.5,4,6
254000.0,3,2.25,1660,8188,2.0,4,7
393000.0,2,1.0,830,5000,1.0,4,7
585000.0,5,2.25,2480,12614,1.0,4,8
450000.0,2,2.0,1900,7740,1.0,4,7
565000.0,2,1.75,1670,4008,1.0,3,9
330000.0,5,2.25,2000,7900,1.0,4,7
585000.0,4,2.5,1860,8117,1.0,4,8
295000.0,3,2.0,1400,7384,1.0,3,7
775000.0,3,2.75,2850,14800,1.0,4,9
280000.0,3,1.0,1370,11050,1.0,3,7
539000.0,3,2.5,2170,3200,1.5,5,7
567500.0,3,1.75,2570,14033,1.0,4,8
598200.0,5,3.75,2980,4635,3.0,3,8
610000.0,4,2.5,2300,10843,2.0,5,8
544900.0,3,2.5,1990,4936,2.0,3,8
557500.0,4,2.5,2390,38258,2.0,3,8
532500.0,3,2.5,2160,7500,1.0,3,7
1350000.0,4,3.25,3300,15907,2.0,5,10
530000.0,3,2.5,2030,10958,2.0,3,8
365000.0,3,1.75,1410,9150,1.0,5,7
615000.0,3,2.0,1860,42800,1.0,4,7
318400.0,4,2.5,1820,6916,2.0,3,7
450000.0,3,1.75,1540,7490,1.0,5,7
234000.0,3,1.0,1010,8906,1.0,5,7
121800.0,2,1.0,940,8384,1.0,3,5
410000.0,4,2.25,2060,7283,1.0,3,8
1340000.0,4,2.5,2900,21074,2.0,3,11
269000.0,1,1.0,1020,7920,1.0,3,7
573000.0,4,2.25,2150,9520,2.0,4,8
330000.0,3,2.5,1660,2890,2.0,3,7
252750.0,4,1.0,1230,7410,1.5,3,7
280000.0,3,2.0,1280,7633,1.0,3,7
535000.0,4,2.5,2240,6920,1.0,5,8
301000.0,3,1.75,1840,7200,1.0,4,7
600000.0,4,1.75,1740,7700,1.0,5,7
366000.0,3,2.5,2370,4375,2.0,3,8
303000.0,4,2.5,2100,6783,2.0,3,8
432000.0,3,2.25,1470,1578,2.0,3,8
300000.0,2,1.5,1300,6120,1.0,3,6
908800.0,3,3.0,3420,7826,2.0,4,8
500000.0,3,1.5,1190,4750,1.0,3,7
254000.0,5,2.0,2080,16117,1.0,5,7
470000.0,5,1.5,2180,4268,1.5,4,7
480000.0,3,2.0,1460,7860,1.0,5,7
536000.0,3,1.75,1530,8503,1.0,4,7
425000.0,2,1.0,1170,5000,1.0,4,7
675000.0,3,1.5,1710,4000,2.0,3,8
267500.0,3,1.75,1650,7807,1.0,3,7
814000.0,4,2.5,2840,8820,1.0,5,8
1250000.0,4,3.0,3310,217800,1.5,3,9
460000.0,3,2.0,1860,7232,1.0,3,7
425000.0,3,1.75,2120,5992,1.0,3,7
302000.0,2,1.75,1170,8200,1.0,4,6
453000.0,4,1.75,2120,7420,1.0,4,7
290000.0,3,1.75,1280,10716,1.0,4,7
1040000.0,4,2.5,3170,47502,2.0,3,10
925000.0,4,2.25,2260,41984,1.0,4,9
600000.0,3,1.75,2930,19876,1.0,3,9
354000.0,3,1.5,1060,5750,1.0,4,7
204950.0,4,1.75,1740,9344,1.0,3,7
675000.0,4,2.5,2990,5400,2.0,3,8
995000.0,4,3.25,3530,20012,2.0,3,11
800000.0,5,2.0,2960,10960,1.0,4,7
472500.0,3,2.5,1650,3711,2.0,3,8
549950.0,4,2.5,2720,13500,1.0,3,8
575575.0,3,1.75,1516,2897,1.0,3,7
340000.0,3,2.25,2580,7434,1.0,3,7
299950.0,2,1.75,1460,10506,1.0,3,7
340000.0,4,2.5,2090,4200,2.0,3,7
601000.0,4,2.5,2090,6906,2.0,4,8
470000.0,3,2.5,2070,8581,2.0,3,8
371500.0,3,1.0,1650,6400,1.0,4,7
550000.0,3,1.75,1880,45738,1.0,4,8
242550.0,4,2.5,2060,7720,2.0,3,8
367500.0,3,1.5,1410,9647,1.0,3,8
850000.0,4,2.75,5440,239580,1.0,2,9
187000.0,3,1.5,1280,4452,2.0,3,6
326000.0,3,2.75,1720,28000,1.0,4,7
782000.0,4,3.5,3780,7769,2.0,3,9
400000.0,3,2.0,1350,7216,1.0,3,7
941500.0,5,3.5,3490,9680,2.0,3,9
471000.0,3,1.75,1640,10123,1.0,3,8
350000.0,3,1.0,1540,9800,1.0,4,7
415000.0,4,3.0,1830,9548,2.0,3,7
639500.0,4,2.25,2330,8994,2.0,3,8
580379.0,4,2.75,2240,27820,1.5,4,8
378000.0,2,2.5,1700,2513,2.0,3,8
212000.0,3,1.75,1100,9750,1.0,4,6
384900.0,5,2.5,3090,12750,1.0,3,8
176000.0,2,1.0,770,5200,1.0,5,6
168000.0,3,1.0,1200,7210,1.0,4,6
580000.0,3,2.75,2660,32757,1.0,4,8
554000.0,5,2.5,3440,12900,1.0,4,8
659000.0,3,2.5,2510,6320,2.0,3,9
414999.0,4,2.5,2150,10098,1.0,3,7
193000.0,2,1.0,680,8640,1.0,4,5
525000.0,4,2.5,2840,4750,2.0,3,9
424000.0,3,2.5,1820,7500,2.0,3,8
455000.0,2,1.0,1070,5150,1.0,4,6
463000.0,2,1.0,1250,5650,2.0,4,7
1100000.0,4,2.5,2190,6300,1.0,3,7
523000.0,3,1.75,3000,5413,2.0,4,8
615000.0,4,1.75,2270,9830,1.0,4,8
1520000.0,4,4.0,4500,11795,2.0,3,12
870000.0,5,4.0,3400,5000,2.0,3,8
710000.0,3,2.5,2830,9680,2.0,3,10
215000.0,3,1.0,960,9563,1.0,5,7
323000.0,5,2.5,2500,13034,1.0,3,7
279000.0,4,2.0,1560,7569,1.5,4,7
535100.0,3,2.25,2070,7207,1.0,3,8
830000.0,5,2.25,2710,19800,1.0,5,9
815000.0,4,2.5,3150,4203,2.0,3,9
535900.0,3,2.25,1880,10880,1.0,3,8
230000.0,3,1.0,1250,8800,1.0,3,7
325500.0,4,1.75,2290,8142,1.0,4,7
359000.0,3,2.25,1990,4331,2.0,3,7
505000.0,3,2.5,2100,5824,2.0,3,8
253905.0,3,1.0,940,8400,1.0,5,7
369950.0,3,1.75,1640,4860,1.0,3,8
350000.0,3,2.25,1860,8378,2.0,3,7
650000.0,4,2.25,2100,2500,3.0,3,8
620000.0,3,1.75,1680,28046,1.0,3,8
2000000.0,2,2.5,3900,920423,2.0,3,12
246000.0,3,1.0,1400,7410,1.0,3,6
430000.0,3,2.75,2600,12860,1.0,3,7
509990.0,3,2.0,1440,4859,2.0,2,6
385000.0,4,2.75,2960,10454,1.0,3,8
769000.0,4,2.5,2440,6733,2.0,3,9
185000.0,2,1.0,1122,9100,1.0,4,6
303500.0,3,1.5,1060,10464,1.0,4,7
449950.0,4,2.5,3100,10000,2.0,3,9
520000.0,4,2.5,2490,34947,2.0,3,9
203000.0,2,1.0,1080,9067,1.0,3,6
275000.0,3,1.0,1200,7800,1.0,4,7
455000.0,4,2.5,2950,4502,2.0,3,7
458500.0,2,1.75,1160,6828,1.0,3,7
549900.0,4,3.5,3420,4751,2.0,3,10
750000.0,3,1.75,2240,10578,2.0,5,8
235000.0,4,1.75,1450,8891,1.5,3,7
2650000.0,4,3.5,4700,13730,2.0,3,11
602000.0,4,1.75,2430,14000,1.0,4,7
640000.0,3,1.5,1960,4080,1.5,3,7
301000.0,2,1.0,910,9000,1.0,3,5
990000.0,4,2.5,2430,6325,2.0,4,8
739999.0,4,2.75,3350,6500,2.0,3,10
305000.0,3,2.5,1260,1622,3.0,3,8
703300.0,3,2.0,1980,3525,1.5,4,8
265000.0,4,1.5,1580,8468,2.0,4,7
600000.0,4,2.5,2710,35009,2.0,3,9
253000.0,3,1.0,1400,9750,1.0,3,7
617950.0,4,2.5,2410,7950,2.0,3,8
385000.0,4,3.25,1790,2460,2.0,4,7
319000.0,3,2.0,1640,9234,1.0,5,7
696000.0,3,2.5,1670,8023,1.0,5,7
380000.0,3,2.5,1610,1778,3.0,3,7
269950.0,3,1.75,1400,7735,1.0,4,7
875000.0,4,2.5,3470,32109,2.0,3,10
1880000.0,4,3.25,3930,10929,2.0,3,10
430000.0,2,1.0,990,4802,1.0,3,7
495000.0,5,2.5,2200,4942,2.0,3,8
275000.0,3,1.5,1510,16200,1.0,3,7
333000.0,3,1.0,1620,5040,1.0,3,7
247000.0,3,2.25,1580,7941,2.0,4,7
204555.0,3,1.75,1260,15000,1.5,4,7
175000.0,3,1.75,1230,13056,1.0,4,7
286000.0,2,1.0,780,3475,1.0,4,5
320000.0,2,1.5,1110,1200,3.0,3,8
1040000.0,4,1.0,3410,5000,2.0,5,8
350000.0,4,2.25,2390,13002,2.0,3,8
