id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,yr_built
3664500041,378000.0,4,1.75,1990,23200,1.0,0.0,4,7,1976
5379804150,598800.0,6,4.0,4470,17877,3.0,0.0,3,9,2013
9188200570,333800.0,5,3.0,1980,3868,1.0,0.0,3,7,1990
3905010140,690000.0,4,2.5,2920,9904,2.0,0.0,4,9,1990
6738700320,1250000.0,4,3.5,3190,6000,1.5,0.0,4,9,1912
1246700152,335000.0,3,1.5,1560,9600,1.0,0.0,4,7,1961
2926069062,840000.0,3,2.5,3050,33920,1.0,0.0,3,8,2004
6114400136,608250.0,4,2.75,3030,21780,2.0,0.0,3,8,1986
2600010070,998000.0,3,2.25,3370,11757,2.0,0.0,4,9,1980
3826500570,275000.0,3,1.75,1490,8000,1.0,0.0,3,8,1978
8159620160,284200.0,3,2.5,1570,9292,1.0,0.0,3,7,1977
6054650510,347000.0,3,1.75,1240,8050,1.0,0.0,4,7,1978
3279000240,232500.0,3,2.0,1370,9760,1.0,0.0,4,7,1979
1402000070,390000.0,4,2.25,1770,33132,1.0,0.0,4,8,1965
1562200240,550000.0,3,2.25,2160,15360,1.0,0.0,3,8,1965
3904921070,590000.0,4,2.5,2340,8971,2.0,0.0,3,9,1987
4045500510,420850.0,1,1.0,960,40946,1.0,0.0,5,5,1945
8849300160,345000.0,4,2.5,2280,8190,1.0,0.0,3,7,1983
6430500186,800000.0,4,1.5,1790,3952,1.5,0.0,4,8,1932
4136950140,250000.0,3,2.5,1700,6000,2.0,0.0,3,8,1997
1370802650,605000.0,3,2.0,2660,4500,1.0,0.0,4,7,1922
8952900260,375000.0,3,1.0,1130,12500,1.5,0.0,3,7,1954
1972202080,725000.0,2,1.75,1950,2719,1.0,0.0,5,7,1919
9476200350,471750.0,5,3.5,3790,8200,1.0,0.0,3,8,2001
1523069204,490000.0,4,2.25,2020,85813,2.0,0.0,3,7,1995
2856100125,439000.0,2,1.0,800,5100,1.0,0.0,3,7,1945
2129700320,250000.0,1,0.75,940,87120,1.0,0.0,3,6,1944
8965500320,780000.0,4,2.25,2260,16188,1.0,0.0,3,10,1984
952005224,409000.0,2,1.0,890,3271,1.0,0.0,4,6,1918
4443801160,420000.0,2,1.0,860,3880,1.0,0.0,4,6,1916
1241500350,830000.0,2,1.5,2130,35679,1.0,0.0,4,7,1963
4379400560,695000.0,3,2.5,2390,4555,2.0,0.0,3,9,2006
629810350,815000.0,4,2.75,3488,9614,2.0,0.0,3,10,1998
5466400550,210000.0,3,1.75,1260,6223,1.0,0.0,3,7,1983
3619600132,635000.0,3,1.75,2940,6000,1.0,0.0,4,8,1957
4113800550,562500.0,4,2.5,2440,7322,2.0,0.0,3,9,1991
7298020240,402500.0,4,2.5,2600,11951,2.0,0.0,3,10,1988
1138000830,310000.0,3,1.0,1990,7173,1.0,0.0,3,7,1972
8568000070,500000.0,4,2.5,2840,18001,2.0,0.0,3,9,1994
1118002090,1600000.0,3,4.25,2820,7200,2.0,0.0,4,10,1930
3856901525,627500.0,4,1.0,1560,4080,1.5,0.0,3,7,1923
1180500070,335000.0,4,2.5,2330,7050,2.0,0.0,3,8,1998
7856560320,962000.0,4,2.25,3320,20100,1.0,0.0,4,8,1981
5103900045,299000.0,3,1.75,1730,14270,1.0,0.0,3,7,1959
8562890370,399950.0,4,2.5,3110,5868,2.0,0.0,3,8,2001
8807600340,322000.0,3,1.0,1230,9660,1.0,0.0,3,7,1968
1022059082,307000.0,3,1.75,1890,13860,1.0,0.0,5,7,1966
179000350,194000.0,3,1.5,1010,5000,1.0,0.0,3,6,1943
3915500045,180000.0,3,1.0,1010,8581,1.0,0.0,4,6,1920
3856901715,470450.0,2,1.0,1010,3400,1.0,0.0,3,7,1921
7795400046,276900.0,2,1.0,1350,10096,1.0,0.0,4,7,1952
2207500695,1020000.0,4,2.5,2960,4760,2.0,0.0,3,8,1900
7203102080,305000.0,2,1.0,1290,3140,2.0,0.0,3,7,2008
3626500045,760000.0,3,2.5,1980,13964,1.0,0.0,5,7,1959
3226049117,387500.0,2,1.0,870,6126,1.0,0.0,4,7,1938
7702600160,507000.0,3,1.75,2140,40098,1.0,0.0,5,8,1950
5379804730,156000.0,3,1.0,770,9750,1.0,0.0,3,6,1941
3383900058,580000.0,3,3.25,1490,857,3.0,0.0,3,8,2001
629600030,630000.0,4,2.5,2510,35020,1.0,0.0,4,8,1977
1823049171,275000.0,5,1.5,1950,9000,1.0,0.0,3,7,1964
2641400160,340000.0,4,2.5,2380,7850,2.0,0.0,3,8,1995
534000075,329350.0,2,1.0,720,6687,1.0,0.0,3,6,1942
9553200125,875000.0,3,1.5,2440,5750,1.0,0.0,3,8,1939
5379804888,380000.0,4,1.75,1740,9150,1.0,0.0,3,7,1974
4215250030,475000.0,4,2.5,2120,57050,2.0,0.0,3,9,1989
2420069017,152900.0,1,1.0,900,4368,1.0,0.0,5,6,1915
2414600400,210000.0,2,2.0,1190,7570,1.0,0.0,3,6,1939
2461900510,350000.0,4,1.0,1010,6000,1.0,0.0,3,6,1925
7695500200,505000.0,3,2.5,2100,17882,2.0,0.0,4,8,1985
8730000260,369950.0,2,2.75,1370,1140,2.0,0.0,3,8,2009
3395040550,250000.0,3,2.5,1530,2890,2.0,0.0,3,7,2001
3395040550,320000.0,3,2.5,1530,2890,2.0,0.0,3,7,2001
5469700260,340000.0,4,2.25,2530,24700,2.0,0.0,3,7,1974
2767600171,440000.0,2,1.5,1010,1968,1.5,0.0,5,5,1906
5315100806,940000.0,4,3.0,2720,11740,1.0,0.0,5,9,1957
9269200786,399950.0,4,1.5,1850,6125,1.5,0.0,3,6,1945
1118001370,1570000.0,3,2.75,2340,8828,1.0,0.0,4,9,1954
3558910640,528000.0,4,1.75,1860,9750,1.0,0.0,3,7,1969
3761100341,545000.0,4,1.75,1940,8990,1.0,0.0,4,8,1956
8682261070,575000.0,2,2.0,1680,6194,1.0,0.0,3,8,2004
8732040810,235000.0,4,2.75,1770,10184,1.0,0.0,3,8,1979
2991000400,272000.0,3,2.5,1790,6371,2.0,0.0,3,8,1998
2155500030,380000.0,4,1.75,1720,9600,1.0,0.0,4,8,1969
5727500102,195000.0,3,1.0,1280,6967,1.5,0.0,3,7,1949
5104510370,297000.0,3,2.5,1690,4988,2.0,0.0,3,7,2002
1895450200,349000.0,4,2.5,2190,7294,2.0,0.0,3,8,2003
8122101146,320000.0,2,1.0,710,5200,1.0,0.0,4,6,1942
4073800140,429000.0,3,3.25,2210,3600,2.0,0.0,3,8,1995
538000030,272500.0,3,2.0,1540,6250,1.0,0.0,3,7,1998
6632300478,400000.0,4,2.0,1350,7255,1.0,0.0,4,7,1959
4083800340,462000.0,5,2.0,1380,4300,1.5,0.0,3,7,1916
8944600200,550000.0,3,2.5,1900,3255,2.0,0.0,3,8,1988
2296700260,460000.0,3,2.5,1730,8490,1.0,0.0,3,7,1969
3066400140,632500.0,4,2.5,2090,10306,2.0,0.0,3,10,1986
1771100240,361000.0,3,1.75,1650,11220,1.0,0.0,4,7,1969
461003251,437000.0,3,2.25,1130,1221,2.0,0.0,3,8,2004
8691350200,884250.0,4,2.5,3840,12151,2.0,0.0,3,10,1998
7452500045,235000.0,2,1.0,870,5000,1.0,0.0,3,6,1949
2489200070,767500.0,6,3.5,2410,6000,2.0,0.0,3,9,1916
425069104,715000.0,3,2.5,2410,46609,2.0,0.0,3,9,1989
2239800070,417000.0,4,2.25,2300,7700,1.0,0.0,3,7,1959
2618300350,199000.0,3,1.0,1390,12145,1.0,0.0,4,7,1964
1336800160,875000.0,5,2.5,2920,5568,2.0,0.0,3,8,1906
7519000570,545000.0,4,1.5,1370,3708,1.5,0.0,3,7,1926
4401200350,822500.0,3,2.5,3090,7708,2.0,0.0,3,10,1999
6402300070,800000.0,4,2.5,2390,10000,1.0,0.0,3,9,1975
5317100570,1250000.0,3,2.5,2070,4944,2.0,0.0,3,9,1930
9407150240,295000.0,3,2.5,1460,7936,2.0,0.0,3,7,1995
629400340,750000.0,4,2.75,3430,13907,2.0,0.0,3,11,1995
3380900160,502000.0,4,1.5,1700,8400,1.0,0.0,3,7,1953
2175100270,1030000.0,3,1.75,2640,8000,1.0,0.0,4,9,1960
3448000270,398500.0,3,1.0,1200,15960,1.5,0.0,3,6,1945
8701600510,700000.0,2,1.5,1850,4945,1.5,0.0,4,7,1907
6083000083,248000.0,5,1.5,1510,9078,1.0,0.0,4,7,1959
1721059286,383000.0,4,2.5,2640,8055,2.0,0.0,3,9,2004
8161600135,688000.0,4,3.0,3000,4000,1.5,0.0,3,8,1913
2568300132,521000.0,3,2.0,1870,5455,1.0,0.0,5,7,1926
6414100111,365000.0,2,1.0,990,9223,1.0,0.0,3,7,1949
9818700320,491000.0,3,2.0,2005,7000,1.0,0.0,3,7,1980
3279000370,279000.0,3,2.5,1500,7350,1.0,0.0,2,7,1979
2767601031,583500.0,4,1.0,1530,3900,1.5,0.0,4,7,1908
4142450510,310000.0,3,2.5,1990,3600,2.0,0.0,3,7,2004
7893203450,280000.0,3,1.0,1400,13975,1.0,0.0,4,6,1956
908000260,272000.0,4,2.5,1870,5692,2.0,0.0,3,7,2004
3225069239,870000.0,4,3.0,3040,36246,1.5,0.0,3,9,1923
8645540320,307000.0,3,2.0,1790,7259,1.0,0.0,3,7,1980
6159400030,399950.0,3,2.0,2050,9396,1.0,0.0,5,7,1960
7787400030,1640000.0,5,3.5,4220,26784,1.0,0.0,3,10,1958
2916620240,264950.0,4,1.75,1770,9011,1.0,0.0,5,7,1983
251200240,491500.0,4,2.75,2100,7236,1.0,0.0,3,8,1979
7695500240,345000.0,3,2.25,2120,15003,2.0,0.0,3,7,1984
7749500070,339900.0,4,1.75,2600,18042,1.0,0.0,4,8,1969
6762700340,852000.0,3,3.0,2400,4000,2.0,0.0,3,7,1905
2600100370,723000.0,4,2.0,2790,8793,1.0,0.0,4,8,1977
2591010240,405000.0,2,1.5,1370,4102,2.0,0.0,4,7,1987
1085610030,725500.0,4,2.5,2790,74495,2.0,0.0,3,9,1997
9551202025,800000.0,2,1.0,1740,5719,1.0,0.0,3,8,1955
7100000135,330000.0,2,1.0,860,8308,1.0,0.0,4,7,1948
2483200060,678500.0,3,2.0,2460,6600,1.0,0.0,4,8,1952
2592400550,463000.0,4,2.5,1980,6660,2.0,0.0,4,7,1974
2113701200,250000.0,2,1.0,670,4640,1.0,0.0,3,6,1943
5249804510,655000.0,3,2.0,1410,4800,1.5,0.0,4,8,1927
9264901040,239900.0,4,2.25,1860,7000,1.0,0.0,3,8,1979
8146100370,735000.0,4,1.75,2100,7960,1.0,0.0,3,8,1955
1623049041,82500.0,2,1.0,520,22334,1.0,0.0,2,5,1951
98020140,765000.0,4,4.0,3010,7221,2.0,0.0,3,10,2004
9510900070,292500.0,4,1.75,2140,8162,1.0,0.0,3,7,1968
2473381090,270000.0,3,2.25,2390,7000,1.0,0.0,4,7,1970
6378500105,415000.0,2,1.0,1510,6807,1.0,0.0,3,7,1939
3861400030,950000.0,4,1.75,2210,19025,1.0,0.0,4,7,1952
705700640,353000.0,3,2.75,2170,8396,2.0,0.0,3,7,1995
2767603210,670950.0,3,2.5,1790,2375,3.0,0.0,3,8,2007
7524950830,585000.0,3,1.75,1850,7735,1.0,0.0,4,8,1983
8856900310,535000.0,4,2.25,2810,12607,2.0,0.0,3,10,1985
4315700390,410000.0,1,1.5,1010,5750,1.0,0.0,3,7,1911
2095800520,550000.0,3,2.5,2250,7752,2.0,0.0,4,8,1988
4193500140,665000.0,3,1.75,1800,8000,1.0,0.0,3,8,1972
9521100106,440000.0,4,1.0,1780,4000,1.5,0.0,3,7,1922
7351000160,332000.0,3,2.25,2120,14915,1.0,0.0,3,9,1979
5422420140,280000.0,3,2.5,1860,6607,2.0,0.0,3,7,1989
7234601162,570000.0,3,3.5,1460,1021,2.0,0.0,3,8,2006
6623400217,250000.0,3,1.0,1230,10350,1.0,0.0,4,7,1957
3354400060,238000.0,2,1.0,1088,8453,1.0,0.0,3,6,1952
7297700055,306000.0,3,1.0,1190,10350,1.0,0.0,4,7,1959
8029740060,345000.0,5,2.75,1940,4182,1.0,0.0,3,7,2002
1355200060,765000.0,4,2.5,3300,10764,1.0,0.0,4,9,1971
4136890560,346300.0,4,2.5,2590,11018,2.0,0.0,3,8,1998
1320069271,342500.0,3,2.0,2080,11375,1.0,0.0,3,8,2002
1796381070,270000.0,3,2.5,1670,8364,1.0,0.0,4,7,1990
6840701125,638000.0,3,1.0,1830,4400,1.5,0.0,4,8,1930
7443000640,460000.0,3,1.75,1400,2003,1.0,0.0,4,8,1908
6344000060,760000.0,4,1.75,2770,8521,1.0,0.0,4,7,1953
2688100075,488000.0,5,2.0,2020,5000,1.5,0.0,4,7,1938
6448600060,1550000.0,5,2.5,2450,20805,2.0,0.0,4,9,1963
6619510060,499000.0,4,3.0,2030,12675,2.0,0.0,3,7,1982
4058802105,150000.0,3,1.0,1450,6776,1.0,0.0,3,7,1952
7212660640,333000.0,4,2.5,2400,7270,2.0,0.0,3,8,1993
8018600640,275000.0,4,1.0,1340,22500,1.5,0.0,3,7,1926
623049315,330000.0,3,2.5,1680,11312,1.0,0.0,3,7,1959
6632900340,360000.0,4,2.0,1850,8827,1.0,0.0,3,7,1969
6798100070,467000.0,3,1.0,1220,8040,1.5,0.0,3,7,1965
4388600030,605000.0,5,2.25,3220,9603,2.0,0.0,3,8,1972
629420260,750000.0,4,2.75,3190,9023,2.0,0.0,3,9,2005
5149300400,311750.0,4,2.25,2270,12000,1.0,0.0,4,7,1976
3815500045,399000.0,3,2.25,1880,12473,1.0,0.0,3,8,1958
8078100260,340000.0,4,2.5,2360,7475,2.0,0.0,3,8,1992
3905120830,612000.0,3,2.5,2180,5496,2.0,0.0,3,8,1994
3905000200,604000.0,4,2.5,2260,7753,2.0,0.0,3,9,1989
1545802830,258500.0,3,2.0,1460,7930,1.0,0.0,3,7,1989
1370804100,783000.0,4,2.75,2080,5000,1.0,0.0,5,8,1940
269000240,1050000.0,5,2.25,2960,7680,1.0,0.0,5,8,1958
4427100105,398000.0,4,1.0,1430,6240,1.5,0.0,5,7,1953
2767800140,775000.0,3,3.0,1820,4300,1.5,0.0,4,8,1914
7231501610,327000.0,4,1.0,1620,6000,1.5,0.0,5,7,1905
7137900960,235000.0,4,2.0,1570,9415,2.0,0.0,4,7,1984
1449000270,670000.0,4,2.75,3020,13530,1.0,0.0,4,8,1977
3755100520,465000.0,3,1.75,1490,10757,1.0,0.0,3,7,1966
8651441620,210000.0,3,1.5,1160,5200,1.0,0.0,5,7,1970
1321970240,265000.0,4,2.5,2040,4443,2.0,0.0,3,8,2001
8563000520,529219.0,4,2.25,1990,7610,1.0,0.0,4,8,1966
3663000070,600000.0,3,2.25,1900,46609,1.5,0.0,4,7,1969
269000070,608000.0,4,3.0,2400,7680,1.0,0.0,3,7,1956
1163400070,220000.0,3,1.0,1660,21514,1.0,0.0,4,7,1973
2599200160,295450.0,3,2.0,2030,17120,1.0,0.0,4,8,1966
1704900135,315000.0,2,1.0,840,5087,1.0,0.0,3,7,1925
6123000070,310000.0,3,1.5,1460,9908,1.0,0.0,3,7,1952
7015200136,1000000.0,5,1.0,2010,5210,1.5,0.0,3,9,1927
5104531820,525000.0,4,2.5,2910,7631,2.0,0.0,3,9,2006
6620400631,284000.0,4,1.75,1880,8800,1.0,0.0,3,7,1960
3582500240,510000.0,3,1.75,2170,26460,1.0,0.0,3,8,1986
1529300160,405000.0,2,1.0,1260,4377,1.0,0.0,4,7,1947
3047700105,990000.0,4,3.75,3450,4940,2.0,0.0,3,10,2006
6151800070,700000.0,3,1.75,2600,7668,1.0,0.0,4,8,1968
4364700105,330000.0,3,1.0,1030,7620,1.0,0.0,3,7,1953
7893804845,340000.0,2,1.0,1700,6718,1.0,0.0,3,7,1956
7694800070,468000.0,2,2.5,1480,2167,2.0,0.0,3,8,2007
1922000070,1340000.0,4,2.5,4250,19387,2.0,0.0,4,9,1972
4035900060,515000.0,3,1.75,1600,20873,1.0,0.0,3,8,1955
8880600070,245000.0,4,2.0,1870,8750,1.0,0.0,3,7,1977
739800070,265000.0,3,2.5,1440,7741,1.0,0.0,4,7,1983
1561910270,372400.0,3,2.5,2720,11937,2.0,0.0,3,9,1990
7305300370,390000.0,3,1.5,1240,8410,1.0,0.0,5,6,1948
7345000340,208000.0,3,1.0,1020,6120,1.0,0.0,4,7,1967
3971701455,273000.0,2,0.5,1180,7750,1.0,0.0,4,6,1945
8035350260,455000.0,5,3.5,3080,7759,2.0,0.0,3,8,2003
104550520,270000.0,4,2.5,1750,6397,2.0,0.0,3,7,1988
4037400295,618000.0,4,2.25,2530,8736,1.0,0.0,4,7,1958
5413200140,213550.0,3,2.5,1580,8541,2.0,0.0,3,7,1990
6145601715,403500.0,4,2.75,2400,3844,1.0,0.0,5,7,1974
7471900045,287500.0,3,2.0,1760,7147,1.0,0.0,4,6,1936
3313600340,183000.0,3,1.75,1070,8100,1.0,0.0,4,6,1957
4263200030,299500.0,3,1.0,1280,6726,1.0,0.0,3,6,1958
6918700370,610000.0,4,2.25,1660,7350,1.0,0.0,3,8,1965
8125200483,288350.0,3,1.5,1860,7963,1.0,0.0,3,7,1963
7974200776,625000.0,4,2.75,2140,4000,1.0,0.0,3,7,1951
7234601544,660000.0,3,3.0,2260,1825,2.0,0.0,3,8,2002
5652601455,775000.0,4,2.5,2300,6158,2.0,0.0,3,9,1999
5017000575,569000.0,3,2.0,1990,3000,1.5,0.0,3,7,1908
2796100160,250000.0,4,2.0,1960,7560,1.0,0.0,5,7,1978
3205100060,517100.0,3,1.75,1580,9719,1.0,0.0,5,7,1962
4450700030,354950.0,3,1.75,1780,9689,1.0,0.0,3,7,1976
7920100083,348000.0,3,1.5,1040,1824,1.0,0.0,3,6,1925
1774350160,522250.0,4,2.5,2340,41600,1.0,0.0,3,8,1977
2115510340,275000.0,3,2.5,1720,8755,1.0,0.0,3,8,1983
8901000445,390000.0,3,1.5,1600,10440,1.0,0.0,3,7,1954
6121800060,260000.0,3,1.5,1320,9750,1.0,0.0,3,7,1954
8712100320,585000.0,5,2.75,2350,4178,1.5,0.0,3,8,1922
2979800520,605000.0,5,2.75,2740,5616,1.5,0.0,5,7,1925
6345000160,900000.0,5,3.0,4350,37169,2.0,0.0,3,10,1972
5126950340,252000.0,3,1.75,1430,7700,1.0,0.0,4,7,1981
5152100160,357000.0,3,1.75,2400,14012,1.0,0.0,3,9,1971
3298201290,370000.0,3,1.0,940,7910,1.0,0.0,4,6,1959
8698600055,210000.0,2,2.0,1680,5756,2.0,0.0,4,7,1910
3034200885,290000.0,2,1.0,1340,9840,1.0,0.0,3,7,1949
2538400060,860000.0,4,3.25,3960,7012,2.0,0.0,3,10,2005
3145600045,302000.0,6,2.0,2650,4621,1.5,0.0,3,8,1911
6788200800,1190000.0,4,2.75,2850,3000,2.5,0.0,3,9,2003
824059083,993000.0,4,2.0,2850,14810,2.0,0.0,5,8,1954
2724069117,380000.0,6,2.0,1870,6969,1.0,0.0,4,7,1968
9157600060,635000.0,4,2.0,2660,8160,1.0,0.0,4,7,1949
943100262,260000.0,3,1.0,1190,11120,1.0,0.0,3,6,1947
2451000070,1400000.0,4,2.5,2770,8879,2.0,0.0,3,9,2001
7640400070,665000.0,4,2.5,2080,8100,1.0,0.0,5,8,1952
7732410370,898000.0,5,2.25,2700,9000,2.0,0.0,5,9,1987
3253500030,583000.0,4,2.75,2200,9453,1.0,0.0,5,8,1955
2128000160,429000.0,4,1.75,2160,7700,2.0,0.0,2,8,1977
3764650070,471000.0,3,2.5,2010,4059,2.0,0.0,3,8,1998
2211700160,450000.0,3,1.5,1770,17208,1.0,0.0,3,8,1959
9376301180,552500.0,3,1.0,1430,5000,1.0,0.0,3,7,1949
3634100030,270000.0,4,2.0,1830,5220,1.5,0.0,3,7,1951
2599200830,226740.0,3,1.5,1410,8800,1.0,0.0,4,7,1965
6893300295,445000.0,4,1.75,2430,13211,1.5,0.0,4,7,1909
2944500340,315000.0,4,2.75,2200,8580,1.0,0.0,3,8,1991
2346800270,555000.0,3,3.0,2920,23085,1.5,0.0,3,7,1908
2796100640,264900.0,4,2.5,2040,7000,1.0,0.0,3,7,1979
993000046,510000.0,3,2.0,1600,4510,1.0,0.0,3,7,1978
2333230270,328000.0,4,2.5,1990,3980,2.0,0.0,3,7,2002
5104510340,358000.0,4,2.5,1830,7308,2.0,0.0,3,7,2002
2517000700,325000.0,3,2.5,2540,4260,2.0,0.0,3,7,2005
5634500036,459000.0,5,2.5,2650,12987,1.0,0.0,4,7,1979
2887703066,815000.0,4,2.25,2000,3800,2.0,0.0,3,8,2001
1421069159,520000.0,3,2.5,2280,58712,2.5,0.0,3,9,1987
251300260,255000.0,4,2.5,2070,7800,2.0,0.0,3,8,1989
2887700140,588000.0,3,2.0,1860,4777,2.0,0.0,5,7,1908
3298201170,350000.0,3,1.0,940,7811,1.0,0.0,3,6,1959
2024059084,625000.0,4,2.75,2290,21486,1.0,0.0,5,7,1963
7229700105,172500.0,2,2.0,1510,20685,1.0,0.0,2,6,1958
2313900560,554000.0,3,2.0,1830,3500,1.5,0.0,5,7,1909
7760400350,232000.0,3,2.0,1280,13356,1.0,0.0,3,7,1994
1697000370,234000.0,3,1.0,1040,8122,1.0,0.0,5,7,1971
8902000267,500000.0,4,2.75,2260,7209,1.0,0.0,3,7,2002
1218000030,278000.0,3,1.0,860,7632,1.0,0.0,3,6,1920
6099400140,230000.0,5,1.0,1920,19040,1.0,0.0,3,7,1961
5710600030,500000.0,4,1.75,2290,9215,1.0,0.0,5,8,1969
7304300570,366500.0,4,2.75,2070,9300,1.0,0.0,5,7,1945
1702901180,665000.0,6,3.0,4250,4400,2.5,0.0,4,7,1902
4443800030,575000.0,2,1.75,1840,4076,1.0,0.0,3,8,1957
2553300140,674750.0,4,2.5,2590,9753,2.0,0.0,3,10,1993
4154300465,719000.0,5,2.0,3110,6131,1.0,0.0,5,7,1940
3623029045,482000.0,3,1.75,2600,105587,1.0,0.0,4,7,1980
9371700125,254000.0,2,1.0,1060,8187,1.0,0.0,4,6,1952
4443800810,443725.0,3,1.75,1250,3880,1.0,0.0,4,7,1944
1330900570,575000.0,4,2.5,2520,35636,2.0,0.0,3,8,1980
303000445,175000.0,2,1.0,1300,44431,1.0,0.0,5,6,1958
4027701291,550000.0,4,3.0,2760,13113,1.0,0.0,4,8,1974
3831200200,172040.0,3,2.25,1710,7134,1.0,0.0,4,7,1979
4123830070,363000.0,3,2.0,1750,7000,1.0,0.0,3,8,1993
7129300400,400000.0,6,2.0,2350,6554,2.0,0.0,3,8,1905
621069074,365000.0,3,2.5,1720,99916,2.0,0.0,4,7,1990
7879600070,269950.0,4,2.5,1960,7230,2.0,0.0,3,8,2002
6151800486,260000.0,2,1.0,1270,19602,1.0,0.0,3,6,1977
6669100070,900000.0,4,3.25,4700,38412,2.0,0.0,3,10,1978
8856920070,371000.0,3,2.5,2150,8361,2.0,0.0,3,8,1991
323089084,592000.0,3,2.5,2400,81892,2.0,0.0,3,8,1985
798000342,300000.0,3,2.5,1830,12750,2.0,0.0,3,7,1991
5205000400,299500.0,3,2.5,2090,7163,2.0,0.0,3,8,1989
2413300240,280000.0,4,2.25,1990,7350,1.0,0.0,4,8,1978
9477201620,446000.0,4,2.25,2270,7800,1.0,0.0,3,7,1977
3336000791,325000.0,3,1.0,950,4500,1.0,0.0,4,6,1943
8856970570,322500.0,4,2.5,1940,7107,2.0,0.0,3,7,2000
2206700295,453000.0,3,1.0,1210,9473,1.0,0.0,5,7,1955
293910030,655000.0,4,2.5,2570,4412,2.0,0.0,3,9,2001
8856004400,235000.0,4,1.0,1610,24000,1.5,0.0,3,6,1947
3888100128,968933.0,4,3.5,4120,7304,2.0,0.0,3,11,2006
1088000030,435000.0,4,2.25,1990,8548,2.0,0.0,3,8,1973
1545800640,242000.0,3,2.0,1260,8092,1.0,0.0,3,7,1986
3407700046,625000.0,3,2.5,2410,64073,1.0,0.0,4,8,1976
7696600240,165000.0,3,1.5,1280,7742,1.0,0.0,3,7,1973
3904100106,335000.0,3,1.0,2320,6750,1.0,0.0,3,7,1960
7849201600,286700.0,3,1.0,1220,6600,1.0,0.0,3,6,1958
8078350030,580000.0,4,2.5,2220,7064,2.0,0.0,3,8,1988
8682281710,754800.0,2,2.5,2770,7781,2.0,0.0,3,8,2006
1383500070,525000.0,4,2.5,2303,16801,2.0,0.0,3,8,1995
6728700075,575000.0,4,1.75,1280,6060,1.0,0.0,3,7,1926
3630180240,808900.0,5,2.5,2900,5901,2.0,0.0,3,9,2006
9423400193,473000.0,3,2.75,1050,7200,1.0,0.0,3,7,1985
5137200140,350000.0,4,2.75,2990,11210,1.0,0.0,4,8,1977
4024101052,305500.0,3,1.0,1240,6090,1.0,0.0,4,7,1950
1726069051,306000.0,2,1.0,780,13500,1.0,0.0,4,7,1946
6300000693,233000.0,2,2.25,850,1656,2.0,0.0,3,8,2001
6413100270,490000.0,3,1.75,1540,9000,1.0,0.0,3,8,1971
7215420160,445000.0,4,2.5,2280,42077,2.0,0.0,3,8,1994
7878400135,355000.0,3,2.25,2550,9674,1.0,0.0,3,7,1959
2597710070,360000.0,2,2.0,1770,7607,1.0,0.0,4,8,1987
824059277,985000.0,3,3.5,2600,11920,2.0,0.0,5,8,1969
3278601940,349950.0,2,3.25,1570,2031,2.0,0.0,3,8,2006
8106300510,485000.0,5,2.5,3270,6129,2.0,0.0,3,9,2004
4239400960,143000.0,3,1.0,1090,3315,1.0,0.0,4,6,1969
3893100327,355000.0,3,1.0,940,8512,1.0,0.0,4,7,1967
7206900075,200000.0,5,1.75,1770,15525,1.0,0.0,4,7,1959
8691310070,913000.0,4,2.5,3640,10576,2.0,0.0,3,11,1999
4389200796,1600000.0,3,2.5,3160,12824,1.0,0.0,4,9,1966
7436300160,409900.0,2,2.5,1590,1845,2.0,0.0,3,9,1997
2425059074,740000.0,5,3.0,3655,51836,1.0,0.0,5,8,1955
2111010340,306000.0,4,2.5,2490,8124,2.0,0.0,3,7,2001
7852150140,381000.0,3,2.5,1470,3999,2.0,0.0,3,7,2003
1370800830,1220000.0,3,3.25,3960,6132,2.0,0.0,3,10,1933
5220300140,408000.0,2,1.0,810,7440,1.0,0.0,5,6,1948
2568200140,739900.0,5,2.5,2980,5377,2.0,0.0,3,9,2006
1137300340,674250.0,4,2.5,2780,35000,1.0,0.0,4,9,1985
7640400106,438400.0,2,1.0,1340,8100,1.0,0.0,4,7,1953
9274200990,703000.0,3,2.0,1360,5980,1.5,0.0,3,8,1945
5028600550,262000.0,3,1.75,1320,6530,1.0,0.0,4,7,1989
1471630160,353000.0,3,2.0,1210,14499,1.0,0.0,3,7,1984
9430110030,500000.0,4,2.5,1940,7607,2.0,0.0,3,8,1995
6654700240,332000.0,4,2.5,1980,6566,2.0,0.0,3,8,2004
5457300696,700000.0,3,2.5,1660,1545,2.0,0.0,3,9,2002
1175001125,550000.0,2,1.0,1080,3420,1.0,0.0,4,7,1922
9346700270,858000.0,4,2.25,3070,13720,2.0,0.0,3,9,1978
2634500070,432500.0,3,2.0,1720,8145,2.0,0.0,5,7,1949
7186800105,236500.0,4,1.0,2140,4217,1.5,0.0,3,6,1925
3034200370,543000.0,4,2.5,2060,8451,2.0,0.0,3,8,1995
7887200390,294000.0,3,1.0,1320,9520,1.0,0.0,3,7,1953
2473390710,340500.0,3,1.75,1810,10463,1.0,0.0,4,7,1969
2600140370,1010000.0,4,2.5,2980,16263,2.0,0.0,3,9,1989
7525100520,335000.0,2,2.0,1350,2560,1.0,0.0,3,8,1976
3905040070,540000.0,3,2.5,1670,5146,2.0,0.0,3,8,1991
4027701182,339950.0,3,1.0,1320,11457,1.0,0.0,3,8,1959
